,FrameNo, head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
0,0.0,-0.016666999999999998,0.76159,0.016862000000000002,-0.18327000000000002,0.48008999999999996,-0.037859,-0.22405,0.22380999999999998,-0.060489,0.16052,0.47478000000000004,-0.022861000000000003,0.19316,0.22430999999999998,-0.001495,-0.20037,0.027874,-0.13330999999999998,0.1125,0.39374000000000003,-0.18842,-0.071452,-0.001225,-0.035704,0.074485,0.0018440000000000002,-0.037195,-0.09865800000000001,-0.33504,-0.026298000000000002,0.10132000000000001,-0.34207,0.009535,-0.1073,-0.64656,0.007876000000000001,0.10445,-0.66938,0.030681
1,0.0,-0.016666999999999998,0.76159,0.016862000000000002,-0.18327000000000002,0.48008999999999996,-0.037859,-0.22405,0.22380999999999998,-0.060489,0.16052,0.47478000000000004,-0.022861000000000003,0.19316,0.22430999999999998,-0.001495,-0.20037,0.027874,-0.13330999999999998,0.1125,0.39374000000000003,-0.18842,-0.071452,-0.001225,-0.035704,0.074485,0.0018440000000000002,-0.037195,-0.09865800000000001,-0.33504,-0.026298000000000002,0.10132000000000001,-0.34207,0.009535,-0.1073,-0.64656,0.007876000000000001,0.10445,-0.66938,0.030681
2,0.0,-0.016666999999999998,0.76159,0.016862000000000002,-0.18327000000000002,0.48008999999999996,-0.037859,-0.22405,0.22380999999999998,-0.060489,0.16052,0.47478000000000004,-0.022861000000000003,0.19316,0.22430999999999998,-0.001495,-0.20037,0.027874,-0.13330999999999998,0.1125,0.39374000000000003,-0.18842,-0.071452,-0.001225,-0.035704,0.074485,0.0018440000000000002,-0.037195,-0.09865800000000001,-0.33504,-0.026298000000000002,0.10132000000000001,-0.34207,0.009535,-0.1073,-0.64656,0.007876000000000001,0.10445,-0.66938,0.030681
3,0.0,-0.016666999999999998,0.76159,0.016862000000000002,-0.18327000000000002,0.48008999999999996,-0.037859,-0.22405,0.22380999999999998,-0.060489,0.16052,0.47478000000000004,-0.022861000000000003,0.19316,0.22430999999999998,-0.001495,-0.20037,0.027874,-0.13330999999999998,0.1125,0.39374000000000003,-0.18842,-0.071452,-0.001225,-0.035704,0.074485,0.0018440000000000002,-0.037195,-0.09865800000000001,-0.33504,-0.026298000000000002,0.10132000000000001,-0.34207,0.009535,-0.1073,-0.64656,0.007876000000000001,0.10445,-0.66938,0.030681
4,1.0,-0.016666,0.76166,0.016994,-0.18362,0.47994,-0.037045,-0.22433000000000003,0.22439,-0.060127999999999994,0.16125,0.47441000000000005,-0.021613,0.20284000000000002,0.23296,-0.007286,-0.2003,0.027696,-0.13304000000000002,0.1117,0.39812,-0.19319,-0.071645,-0.0018030000000000001,-0.035696,0.074407,0.001224,-0.037411,-0.098825,-0.33421999999999996,-0.026255,0.10165,-0.34181999999999996,0.009396,-0.10745999999999999,-0.64608,0.007826000000000001,0.1046,-0.66922,0.030817
5,1.0,-0.016666,0.76166,0.016994,-0.18362,0.47994,-0.037045,-0.22433000000000003,0.22439,-0.060127999999999994,0.16125,0.47441000000000005,-0.021613,0.20284000000000002,0.23296,-0.007286,-0.2003,0.027696,-0.13304000000000002,0.1117,0.39812,-0.19319,-0.071645,-0.0018030000000000001,-0.035696,0.074407,0.001224,-0.037411,-0.098825,-0.33421999999999996,-0.026255,0.10165,-0.34181999999999996,0.009396,-0.10745999999999999,-0.64608,0.007826000000000001,0.1046,-0.66922,0.030817
6,1.0,-0.016666,0.76166,0.016994,-0.18362,0.47994,-0.037045,-0.22433000000000003,0.22439,-0.060127999999999994,0.16125,0.47441000000000005,-0.021613,0.20284000000000002,0.23296,-0.007286,-0.2003,0.027696,-0.13304000000000002,0.1117,0.39812,-0.19319,-0.071645,-0.0018030000000000001,-0.035696,0.074407,0.001224,-0.037411,-0.098825,-0.33421999999999996,-0.026255,0.10165,-0.34181999999999996,0.009396,-0.10745999999999999,-0.64608,0.007826000000000001,0.1046,-0.66922,0.030817
7,1.0,-0.016666,0.76166,0.016994,-0.18362,0.47994,-0.037045,-0.22433000000000003,0.22439,-0.060127999999999994,0.16125,0.47441000000000005,-0.021613,0.20284000000000002,0.23296,-0.007286,-0.2003,0.027696,-0.13304000000000002,0.1117,0.39812,-0.19319,-0.071645,-0.0018030000000000001,-0.035696,0.074407,0.001224,-0.037411,-0.098825,-0.33421999999999996,-0.026255,0.10165,-0.34181999999999996,0.009396,-0.10745999999999999,-0.64608,0.007826000000000001,0.1046,-0.66922,0.030817
8,2.0,-0.016669,0.76169,0.017006,-0.18365,0.47986,-0.036903,-0.2244,0.22446,-0.060149,0.16127,0.4749,-0.021613999999999998,0.1972,0.2268,-0.002355,-0.20042000000000001,0.028382,-0.133,0.11195,0.39426,-0.18900999999999998,-0.071675,-0.001859,-0.035657,0.074394,0.001169,-0.037523,-0.098821,-0.33421,-0.026257,0.10178999999999999,-0.34181999999999996,0.009304999999999999,-0.10751,-0.6461399999999999,0.007839,0.10461,-0.66923,0.030816000000000003
9,2.0,-0.016669,0.76169,0.017006,-0.18365,0.47986,-0.036903,-0.2244,0.22446,-0.060149,0.16127,0.4749,-0.021613999999999998,0.1972,0.2268,-0.002355,-0.20042000000000001,0.028382,-0.133,0.11195,0.39426,-0.18900999999999998,-0.071675,-0.001859,-0.035657,0.074394,0.001169,-0.037523,-0.098821,-0.33421,-0.026257,0.10178999999999999,-0.34181999999999996,0.009304999999999999,-0.10751,-0.6461399999999999,0.007839,0.10461,-0.66923,0.030816000000000003
