,FrameNo, head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
0,0.0,0.011658,0.72442,0.01188,-0.1441,0.4698,0.001179,-0.27802,0.65641,-0.13745,0.15154,0.47372,-0.00642,0.25716,0.6773,-0.1508,-0.3215,0.80247,-0.2702,0.27899,0.85141,-0.31817,-0.071949,-0.0037840000000000005,-0.035389,0.075805,-0.0034170000000000003,-0.037342,-0.11989000000000001,-0.34508,-0.059141,0.12300000000000001,-0.36411,-0.046019,-0.1261,-0.7126600000000001,-0.03897,0.1408,-0.6894399999999999,-0.037116
1,0.0,0.011658,0.72442,0.01188,-0.1441,0.4698,0.001179,-0.27802,0.65641,-0.13745,0.15154,0.47372,-0.00642,0.25716,0.6773,-0.1508,-0.3215,0.80247,-0.2702,0.27899,0.85141,-0.31817,-0.071949,-0.0037840000000000005,-0.035389,0.075805,-0.0034170000000000003,-0.037342,-0.11989000000000001,-0.34508,-0.059141,0.12300000000000001,-0.36411,-0.046019,-0.1261,-0.7126600000000001,-0.03897,0.1408,-0.6894399999999999,-0.037116
2,0.0,0.011658,0.72442,0.01188,-0.1441,0.4698,0.001179,-0.27802,0.65641,-0.13745,0.15154,0.47372,-0.00642,0.25716,0.6773,-0.1508,-0.3215,0.80247,-0.2702,0.27899,0.85141,-0.31817,-0.071949,-0.0037840000000000005,-0.035389,0.075805,-0.0034170000000000003,-0.037342,-0.11989000000000001,-0.34508,-0.059141,0.12300000000000001,-0.36411,-0.046019,-0.1261,-0.7126600000000001,-0.03897,0.1408,-0.6894399999999999,-0.037116
3,0.0,0.011658,0.72442,0.01188,-0.1441,0.4698,0.001179,-0.27802,0.65641,-0.13745,0.15154,0.47372,-0.00642,0.25716,0.6773,-0.1508,-0.3215,0.80247,-0.2702,0.27899,0.85141,-0.31817,-0.071949,-0.0037840000000000005,-0.035389,0.075805,-0.0034170000000000003,-0.037342,-0.11989000000000001,-0.34508,-0.059141,0.12300000000000001,-0.36411,-0.046019,-0.1261,-0.7126600000000001,-0.03897,0.1408,-0.6894399999999999,-0.037116
4,1.0,0.011606,0.7247,0.011285,-0.14295,0.47286999999999996,0.0006129999999999999,-0.2679,0.68385,-0.11844,0.15087,0.47872,-0.005822,0.2473,0.6990000000000001,-0.13301,-0.31355,0.8958799999999999,-0.26253000000000004,0.27376999999999996,0.91312,-0.29367,-0.071974,-0.00035299999999999996,-0.037024,0.075375,0.0005269999999999999,-0.038689999999999995,-0.11988,-0.34447,-0.05954299999999999,0.12272999999999999,-0.3632,-0.046689,-0.12607000000000002,-0.7125199999999999,-0.038851,0.14077,-0.68987,-0.036798000000000004
5,1.0,0.011606,0.7247,0.011285,-0.14295,0.47286999999999996,0.0006129999999999999,-0.2679,0.68385,-0.11844,0.15087,0.47872,-0.005822,0.2473,0.6990000000000001,-0.13301,-0.31355,0.8958799999999999,-0.26253000000000004,0.27376999999999996,0.91312,-0.29367,-0.071974,-0.00035299999999999996,-0.037024,0.075375,0.0005269999999999999,-0.038689999999999995,-0.11988,-0.34447,-0.05954299999999999,0.12272999999999999,-0.3632,-0.046689,-0.12607000000000002,-0.7125199999999999,-0.038851,0.14077,-0.68987,-0.036798000000000004
6,1.0,0.011606,0.7247,0.011285,-0.14295,0.47286999999999996,0.0006129999999999999,-0.2679,0.68385,-0.11844,0.15087,0.47872,-0.005822,0.2473,0.6990000000000001,-0.13301,-0.31355,0.8958799999999999,-0.26253000000000004,0.27376999999999996,0.91312,-0.29367,-0.071974,-0.00035299999999999996,-0.037024,0.075375,0.0005269999999999999,-0.038689999999999995,-0.11988,-0.34447,-0.05954299999999999,0.12272999999999999,-0.3632,-0.046689,-0.12607000000000002,-0.7125199999999999,-0.038851,0.14077,-0.68987,-0.036798000000000004
7,1.0,0.011606,0.7247,0.011285,-0.14295,0.47286999999999996,0.0006129999999999999,-0.2679,0.68385,-0.11844,0.15087,0.47872,-0.005822,0.2473,0.6990000000000001,-0.13301,-0.31355,0.8958799999999999,-0.26253000000000004,0.27376999999999996,0.91312,-0.29367,-0.071974,-0.00035299999999999996,-0.037024,0.075375,0.0005269999999999999,-0.038689999999999995,-0.11988,-0.34447,-0.05954299999999999,0.12272999999999999,-0.3632,-0.046689,-0.12607000000000002,-0.7125199999999999,-0.038851,0.14077,-0.68987,-0.036798000000000004
8,2.0,0.011581000000000001,0.72469,0.011104000000000001,-0.14119,0.47827,0.00043799999999999997,-0.26492,0.69326,-0.11052000000000001,0.15088,0.48441000000000006,-0.005742000000000001,0.24420999999999998,0.7109800000000001,-0.12522,-0.30826,0.91259,-0.25183,0.26621,0.9394299999999999,-0.25123,-0.07143,0.0025570000000000002,-0.038112,0.07530099999999999,0.004019,-0.039457,-0.11987,-0.34442,-0.059612,0.12272000000000001,-0.36301,-0.046867,-0.12602,-0.7126399999999999,-0.038908,0.14081,-0.68983,-0.036904
9,2.0,0.011581000000000001,0.72469,0.011104000000000001,-0.14119,0.47827,0.00043799999999999997,-0.26492,0.69326,-0.11052000000000001,0.15088,0.48441000000000006,-0.005742000000000001,0.24420999999999998,0.7109800000000001,-0.12522,-0.30826,0.91259,-0.25183,0.26621,0.9394299999999999,-0.25123,-0.07143,0.0025570000000000002,-0.038112,0.07530099999999999,0.004019,-0.039457,-0.11987,-0.34442,-0.059612,0.12272000000000001,-0.36301,-0.046867,-0.12602,-0.7126399999999999,-0.038908,0.14081,-0.68983,-0.036904
