,FrameNo, head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
0,0,0.005222,0.76531,-0.00774,-0.17459000000000002,0.49733,-0.022729,-0.21656,0.24606,-0.037374,0.13248,0.47702,-0.041388999999999995,0.24069000000000002,0.28238,-0.081728,-0.21578000000000003,0.061875,-0.1119,0.18679,0.41572,-0.2606,-0.07610499999999999,-0.00088,-0.037219,0.073423,0.001883,-0.035869,-0.09503400000000001,-0.32823,0.005519,0.094252,-0.31424,0.019656,-0.097778,-0.66178,0.033366,0.094804,-0.65391,0.029827
1,1,0.005222,0.76531,-0.00774,-0.17459000000000002,0.49733,-0.022729,-0.21656,0.24606,-0.037374,0.13248,0.47702,-0.041388999999999995,0.24069000000000002,0.28238,-0.081728,-0.21578000000000003,0.061875,-0.1119,0.18679,0.41572,-0.2606,-0.07610499999999999,-0.00088,-0.037219,0.073423,0.001883,-0.035869,-0.09503400000000001,-0.32823,0.005519,0.094252,-0.31424,0.019656,-0.097778,-0.66178,0.033366,0.094804,-0.65391,0.029827
2,2,0.005222,0.76531,-0.00774,-0.17459000000000002,0.49733,-0.022729,-0.21656,0.24606,-0.037374,0.13248,0.47702,-0.041388999999999995,0.24069000000000002,0.28238,-0.081728,-0.21578000000000003,0.061875,-0.1119,0.18679,0.41572,-0.2606,-0.07610499999999999,-0.00088,-0.037219,0.073423,0.001883,-0.035869,-0.09503400000000001,-0.32823,0.005519,0.094252,-0.31424,0.019656,-0.097778,-0.66178,0.033366,0.094804,-0.65391,0.029827
3,3,0.005222,0.76531,-0.00774,-0.17459000000000002,0.49733,-0.022729,-0.21656,0.24606,-0.037374,0.13248,0.47702,-0.041388999999999995,0.24069000000000002,0.28238,-0.081728,-0.21578000000000003,0.061875,-0.1119,0.18679,0.41572,-0.2606,-0.07610499999999999,-0.00088,-0.037219,0.073423,0.001883,-0.035869,-0.09503400000000001,-0.32823,0.005519,0.094252,-0.31424,0.019656,-0.097778,-0.66178,0.033366,0.094804,-0.65391,0.029827
4,4,0.005211,0.7653300000000001,-0.007774,-0.17438,0.49725,-0.022864,-0.2167,0.24625,-0.037364999999999995,0.13248,0.47702,-0.041406,0.24069000000000002,0.28231999999999996,-0.08183700000000001,-0.21609,0.062374,-0.11218,0.1868,0.41544,-0.26064,-0.076138,-0.000915,-0.037223,0.073388,0.001818,-0.035918,-0.09519,-0.3283,0.005397,0.094102,-0.3154,0.019844,-0.097721,-0.66156,0.033425,0.09475599999999999,-0.65386,0.029831
5,5,0.005211,0.7653300000000001,-0.007774,-0.17438,0.49725,-0.022864,-0.2167,0.24625,-0.037364999999999995,0.13248,0.47702,-0.041406,0.24069000000000002,0.28231999999999996,-0.08183700000000001,-0.21609,0.062374,-0.11218,0.1868,0.41544,-0.26064,-0.076138,-0.000915,-0.037223,0.073388,0.001818,-0.035918,-0.09519,-0.3283,0.005397,0.094102,-0.3154,0.019844,-0.097721,-0.66156,0.033425,0.09475599999999999,-0.65386,0.029831
6,6,0.005211,0.7653300000000001,-0.007774,-0.17438,0.49725,-0.022864,-0.2167,0.24625,-0.037364999999999995,0.13248,0.47702,-0.041406,0.24069000000000002,0.28231999999999996,-0.08183700000000001,-0.21609,0.062374,-0.11218,0.1868,0.41544,-0.26064,-0.076138,-0.000915,-0.037223,0.073388,0.001818,-0.035918,-0.09519,-0.3283,0.005397,0.094102,-0.3154,0.019844,-0.097721,-0.66156,0.033425,0.09475599999999999,-0.65386,0.029831
7,7,0.005211,0.7653300000000001,-0.007774,-0.17438,0.49725,-0.022864,-0.2167,0.24625,-0.037364999999999995,0.13248,0.47702,-0.041406,0.24069000000000002,0.28231999999999996,-0.08183700000000001,-0.21609,0.062374,-0.11218,0.1868,0.41544,-0.26064,-0.076138,-0.000915,-0.037223,0.073388,0.001818,-0.035918,-0.09519,-0.3283,0.005397,0.094102,-0.3154,0.019844,-0.097721,-0.66156,0.033425,0.09475599999999999,-0.65386,0.029831
8,8,0.005279,0.76518,-0.007923999999999999,-0.17438,0.49723999999999996,-0.022861000000000003,-0.21679,0.24603000000000003,-0.037522,0.13248,0.47698999999999997,-0.041431,0.24070999999999998,0.28229,-0.081838,-0.21609,0.062371,-0.11218,0.18679,0.41521,-0.26098000000000005,-0.076153,-0.0009519999999999999,-0.037156,0.073366,0.0017989999999999998,-0.035905,-0.095235,-0.32828,0.005405,0.094555,-0.31151999999999996,0.018757,-0.097691,-0.66137,0.033476,0.094715,-0.65357,0.029848000000000003
9,9,0.005279,0.76518,-0.007923999999999999,-0.17438,0.49723999999999996,-0.022861000000000003,-0.21679,0.24603000000000003,-0.037522,0.13248,0.47698999999999997,-0.041431,0.24070999999999998,0.28229,-0.081838,-0.21609,0.062371,-0.11218,0.18679,0.41521,-0.26098000000000005,-0.076153,-0.0009519999999999999,-0.037156,0.073366,0.0017989999999999998,-0.035905,-0.095235,-0.32828,0.005405,0.094555,-0.31151999999999996,0.018757,-0.097691,-0.66137,0.033476,0.094715,-0.65357,0.029848000000000003
