FrameNo,head_x,head_y,leftShoulder_x,leftShoulder_y,rightShoulder_x,rightShoulder_y,leftElbow_x,leftElbow_y,rightElbow_x,rightElbow_y,leftWrist_x,leftWrist_y,rightWrist_x,rightWrist_y,leftHip_x,leftHip_y,rightHip_x,rightHip_y,leftKnee_x,leftKnee_y,rightKnee_x,rightKnee_y,leftAnkle_x,leftAnkle_y,rightAnkle_x,rightAnkle_y
0,271.12498467548306,1025.7623849346041,363.0210314057428,1074.151406831202,369.4080356999708,967.0930908113434,334.4307687471685,1153.9200194594969,334.14005334107554,869.8042708823648,252.06706321130957,1189.654807399775,265.2493567770572,824.3260588635425,587.3143069858824,1055.687297902328,629.2853770361455,968.9153045385223,805.6216725571412,1080.8082861973905,821.6226092116575,933.952598599806,999.7146604213044,1075.5407131848137,982.3705594344318,937.5715846861224
1,272.38605558174635,1024.2052478215696,361.92453576622455,1077.4230885277943,363.81620239684423,960.6986684469858,322.21224337157406,1161.389869617067,319.99524204566666,865.4428963867906,230.83892713132542,1188.5464071684423,240.2812381838636,841.4795217857389,602.0352241307768,1059.55965550834,618.386180565168,968.4082577808389,798.7664730186115,1080.414228698596,818.6695134097174,932.7528164966592,989.8589376541355,1079.1633338003278,989.3970953317549,937.2846129429332
2,272.41721379586403,1023.8557827604071,361.370354579236,1078.0604287511194,362.20610149815116,960.5021300865919,305.1695895846085,1164.809929303261,312.244342461674,872.0865749384358,214.39393017474944,1186.3301677269415,222.32951786800228,842.2628607038713,602.942638223596,1058.8964728272024,624.1908406033162,967.5007722449601,801.8260814681629,1078.741920129242,816.8706396869317,932.2709692759518,991.0955612123089,1079.013495406712,988.0382618203429,937.4047992826822
3,271.7020575432845,1024.5063836674408,361.05738352117055,1078.9622780087238,361.1093587466117,956.9514298281365,296.53285032751035,1162.7089124423105,298.77552250736863,872.2822246789758,195.95457513558694,1185.1516950104187,211.34768720411043,839.9611186770987,604.9692889586846,1064.562006606327,616.5209763505834,969.7071280609064,813.4334748743104,1077.8624972554362,816.8386128974984,932.685522209801,1001.2937872679552,1075.8909693261792,987.225524278549,939.2041327303425
4,270.8293115426102,1024.2489011878042,360.21848504503,1078.2971954906277,359.39625095561513,957.2535821044385,288.1032605909092,1162.560912502942,285.5676796346399,874.7218238668,180.61944674763473,1182.2302277485821,191.65404980762415,840.1430355074825,603.7169064842988,1059.1651555495084,616.928318752889,968.3851402108938,800.3272352231029,1077.5537634071054,814.9183181048369,932.1849890827345,991.1348473359146,1078.4373851947098,988.4787684431001,939.5355838997061
5,269.6139784387866,1024.4272467215915,360.016706360332,1078.5308312073428,358.17916299648806,959.5748394609461,284.70853073854283,1157.758090364679,283.80305336107665,874.7432940256763,169.07007770513525,1176.4319919471266,178.4309837629023,841.8432955773416,586.4826082842247,1061.0642966131004,622.2221386417145,966.6053690129041,799.3029003118507,1077.603292023759,819.3815978388792,932.2607457751653,991.4604807086046,1078.524391572323,987.810846435388,937.7212636528604
6,268.8149959833321,1024.4630989338177,358.74126616628024,1075.570435198154,357.59696807910933,961.7201763211937,279.6093172586786,1154.1773199772329,279.34288630094886,877.2115570898007,163.45623904303858,1177.7228384137068,159.735496778947,844.8004771505184,583.7868384670064,1056.6222635531233,620.799710952104,964.4835143190899,798.3302486454402,1077.2361823760964,819.784378379157,932.3858104428327,991.3825379608511,1078.3669642575255,987.937047850481,939.7861720077436
7,269.58023391945,1024.018062504664,358.5194017611182,1074.2052043211277,357.1592546718483,961.0026524506625,270.88904878097946,1152.367404486483,276.83974197844066,877.1356618237969,149.02073360388547,1173.4548167635814,155.13740906634783,848.473163859797,584.0020094178277,1056.563863200707,620.4142912032545,965.4956180255787,799.686947216138,1077.4867328136481,817.9720547977442,932.2067518605633,991.4285396382464,1078.4758978849995,987.4153788037045,938.0742852115001
8,266.865042641817,1025.2463100413731,357.85018758438963,1070.8086395824246,357.0493127589728,961.831655397212,279.74858128977996,1149.7987095526612,260.50953491766523,881.2212708730369,128.4116727385006,1171.378833958544,134.09098595729574,853.2928812109662,604.0179518760413,1065.1700835890144,611.2689873704054,965.9858106042777,811.4553237240398,1076.8047651729541,818.7247821227471,931.5445396989519,1001.3681713347316,1076.4053181039333,987.4724703864406,937.9989657657801
9,265.80012092044666,1024.5463998137284,357.13708925929274,1068.1533008494157,357.12357209779816,963.7544235913391,275.14905644331236,1141.08686078567,260.8113223151516,880.9723012505167,128.32281353259737,1167.4985189669103,131.9936331412882,854.9718117135839,583.7216410742315,1055.9961097823796,611.4017072858674,964.9143314852074,800.0709981385071,1077.8249397810378,818.4022761569375,931.5704475755994,991.5565825066733,1078.5647121095903,988.2536215791466,939.4966319446438
