FrameNo,head_x,head_y,leftShoulder_x,leftShoulder_y,rightShoulder_x,rightShoulder_y,leftElbow_x,leftElbow_y,rightElbow_x,rightElbow_y,leftWrist_x,leftWrist_y,rightWrist_x,rightWrist_y,leftHip_x,leftHip_y,rightHip_x,rightHip_y,leftKnee_x,leftKnee_y,rightKnee_x,rightKnee_y,leftAnkle_x,leftAnkle_y,rightAnkle_x,rightAnkle_y
74,177.24762473211797,1053.7527849252044,248.43032932405507,1105.3070525786704,242.8831054330337,993.0602708728239,170.3408301791227,1173.0553078073337,164.2794582530643,925.2820043963252,50.46469896760501,1199.6696957623933,49.44900661513151,915.0912231176238,492.5005210608592,1094.8339276450422,471.73499743557096,1005.2884940344302,654.9440280730764,1084.0583516358454,654.6136510201641,1005.6184592376643,794.2343668943884,1079.6904686809376,786.5378199008103,998.4393475355251
75,178.955144438849,1053.9639777772836,247.42182963071158,1106.2133439265133,242.63321825679782,992.1083767321248,173.60202511513342,1170.4524844223572,163.2778402360735,926.6998474883474,46.94585509356038,1199.7962766671164,42.96937850733882,913.983662399976,492.4010360380453,1094.5451087026715,472.9093983207474,1006.9624493421658,661.2766935053355,1086.2351676946525,653.9275816606141,1005.4090153724285,793.8732136799548,1079.432407017581,786.8579538590885,998.7280003241457
76,178.93225744579794,1053.8478773398754,246.18655049754366,1106.5996601404643,242.75947977569538,992.3642037284453,173.45201204595082,1171.382154342797,157.44023460715582,939.6658390221747,46.73237608995177,1199.5786192905896,28.91873095528512,912.20033756343,474.98492366160775,1094.8538351514426,473.4379863366969,1007.5617114311628,657.3449811947826,1088.1806300021024,654.6580283880544,1005.0929869035866,793.81744404608,1079.3486231482266,785.6052968157903,998.7055897484976
77,180.45941308508924,1053.8353424857069,246.0388662415146,1106.761156204078,242.86718579355542,992.5793923427742,172.809753169939,1170.9473938840354,154.67728782227195,938.7241051286394,47.86258628061441,1197.5842509385334,26.560445172889022,912.4634046925945,474.95290892641935,1094.8512735584045,473.15739164116786,1007.6367416213665,657.0201192937684,1088.166912563753,654.5748818897301,1004.9819262390362,793.7211761673033,1079.364594088855,785.5072288364365,998.6372891215171
78,179.99514984758994,1053.7231207629673,246.16099114535842,1106.7230605798816,242.62217656843683,992.368484710088,172.39013820692838,1171.5113910167731,153.80272556498394,939.1098710844221,48.548164094843074,1198.3112092477097,26.26674617375447,917.2147232044454,475.6973710574781,1094.342546427977,473.50628167042026,1007.2271880991402,655.2784225379537,1083.9436061166825,655.3540173866659,1005.0411482789252,793.8336958469743,1079.4523653118686,785.6338278741923,998.5517196038644
79,181.16166058070326,1053.642156125867,245.67194373151878,1106.6744575808805,242.47903107046614,992.639864235569,174.99572921326316,1171.1897765530287,153.8668273608303,938.9255278711369,49.209939463085874,1198.558303418184,26.565380716509875,917.1338809964238,474.97920057398443,1094.55414154703,472.8445009447353,1006.4072859383612,656.2913631741804,1083.8914903448751,656.2847219549012,1004.8095259151418,794.1068718244256,1079.6168437343938,785.9323445532194,998.6119261215401
80,180.97868919682594,1053.7606419122544,246.20950646766295,1106.8324502893095,242.94899393585163,992.9395665638943,173.47293754547871,1171.5548143239691,154.17421060668786,939.0542479213068,47.56659278944038,1199.7517393898386,27.998205862057688,918.6375778164609,492.56823645146517,1093.9552669258876,472.58127105871625,1006.8105700154414,662.693210596846,1085.1516864897135,656.1758513630443,1004.7570024948625,793.3929605074759,1079.5811479219526,787.0516012858972,998.5241855057963
81,181.08352563471104,1053.556843238399,246.61838139142108,1106.4533264474078,242.76770612818365,992.8215341687115,175.03681610712613,1171.283059439004,154.19979775060446,939.4766995488153,51.97489261007122,1199.7991530777865,27.838525958117025,918.393095017881,492.15018987965675,1094.1447279437511,472.9589868056913,1007.3488301340926,662.6800326284103,1085.2061970281216,656.030772498122,1004.8613053433253,799.7764493151045,1080.958183787484,786.7311110577131,998.60668286079
82,181.28505310559612,1053.5074693398124,246.79741974304804,1106.3437134058138,242.7701625154294,992.4853399025877,174.52319276658392,1172.0768196279735,154.25643930819626,939.4282378141361,50.41093770487255,1199.7696369067437,26.678169607651093,918.4563034023984,492.1163495960409,1094.7041238957167,472.5922243492811,1006.5905420890546,662.9840306404818,1085.7095958028622,654.92400965548,1005.0915648427455,793.859530102912,1079.7403662665463,787.1918939458998,998.7187078225096
83,181.12534649815453,1053.6700201770298,246.84899583904578,1106.0607138808207,242.59841631230822,992.5295838882256,175.27615648872364,1172.2901126096392,153.93914479428057,939.4449258393703,60.98009665083668,1197.0340102600053,26.487684411097252,916.3346626231288,492.3936481252603,1095.735687098899,472.9517381864034,1006.0712261886654,657.8052584743623,1084.1346185615535,655.7700130626346,1005.1731698781056,793.7119988688256,1079.7001072801622,786.8922227380799,998.6510765193404
84,177.38652010422842,1054.065876441524,245.57642288108795,1105.6386174321788,243.79691095438983,982.3767623508967,168.30359916538194,1176.37603916726,159.70296505058695,924.2925581417043,49.57508865971559,1198.4799461168545,29.115393282688174,918.5239690126172,490.16810770617656,1097.1951614592901,477.01981414279015,997.8039416243802,654.7290285604053,1083.394895013337,662.4139391895388,997.4136242666813,792.1745120719443,1080.3966776156233,803.2275233870209,993.8569567678257
85,177.63549584561113,1054.440572655963,246.2545384480212,1105.3376275594405,243.65015721910174,982.6635410328458,167.8825537653056,1175.9947788706604,159.6909536651889,924.2245696416066,50.27816756339005,1198.1572903332512,28.115711981050367,916.9831923261274,489.98976917043615,1098.7249424000333,477.43663252097576,997.541093118571,655.6747577404325,1083.5276054442586,654.213729679817,1004.0850121514225,791.4278158874909,1080.106539869904,792.2332550862365,994.1117079690658
86,177.673913059061,1054.6283559918318,245.22672655678537,1105.3850439381372,243.1550679498283,982.6707495493893,167.41796307507974,1175.9692772971105,159.06531290518134,924.326775051232,54.477331759250674,1194.3879048321548,28.74628158787602,917.0673791351431,489.9374537474157,1098.2526957717212,477.14895394750624,997.3248160962758,655.2222507610742,1083.5592177087642,653.5928865092939,1004.000893956506,791.3916960122216,1080.0839671766294,790.0326642754484,996.9982765528492
