FrameNo,head_x,head_y,leftShoulder_x,leftShoulder_y,rightShoulder_x,rightShoulder_y,leftElbow_x,leftElbow_y,rightElbow_x,rightElbow_y,leftWrist_x,leftWrist_y,rightWrist_x,rightWrist_y,leftHip_x,leftHip_y,rightHip_x,rightHip_y,leftKnee_x,leftKnee_y,rightKnee_x,rightKnee_y,leftAnkle_x,leftAnkle_y,rightAnkle_x,rightAnkle_y
0,269.54059219561873,1033.413788335101,379.6431979711406,1095.6738079443826,383.69738207991935,962.048187367974,501.7956102715977,1117.7499140754157,503.5517316056786,945.2068849629467,615.7657316974297,1126.204253959796,614.525458381762,926.6456602602475,595.1285717174197,1067.6910570804728,599.8032762108295,973.8959036216764,791.9756277453914,1086.3177992507522,784.5562547205018,959.7450273164839,985.5656709906648,1083.7568736654446,979.1654033437661,954.2110250838797
1,270.25685745965984,1033.2173710584116,380.87371940265547,1093.3715815827918,383.8125402998707,964.132514858316,506.5838222230829,1114.3077815025717,500.69552179740833,943.196039809452,610.256738848742,1127.9139320295055,611.4691819264148,925.95339070866,610.9413141516002,1081.5312110738314,598.2348528640013,977.2031967084606,807.7128047967917,1083.7019674397848,784.3606196826394,958.0932787601604,986.6926009199243,1083.8950922066986,979.4376457869154,955.4897477081995
2,270.3293818243148,1034.1722714594407,381.5714190995274,1094.6701222461081,383.7304321408117,962.6468548014443,506.33078085275554,1113.569874535756,499.62792554044285,943.3562254783076,610.3572391068517,1127.7125036112095,611.0006123308397,925.2072386142527,612.5304011529691,1081.9698408296406,597.0406682841644,977.1268379609434,812.0318420965742,1086.944559112706,788.873679430184,958.5052512657284,998.2059631794109,1084.9364417059994,981.3914614257018,955.6654697617217
3,270.9595194873636,1034.3661668316395,382.19732773164463,1094.5814795567655,383.4146484255945,962.9788367210462,505.5418305217212,1114.948847067873,501.717378891646,942.8553882966053,613.2855426753606,1125.7008540078527,612.4722715658081,925.0618796450176,612.017154172741,1083.146529579583,599.2486818311118,976.8475429246217,806.867057542342,1084.3042481287187,785.4306080375443,957.9651641285132,987.098145900374,1084.9442815395246,978.2408715534582,955.5230766705605
4,270.79920338716244,1034.8290523442165,382.71297350661496,1094.5334268159327,383.4501763035014,962.3865470353687,506.2153788691844,1113.8933671422956,501.132323434976,942.6448587141521,608.7166215477436,1129.133954955584,613.4437245045278,926.7442055785596,609.8890482154717,1083.3463795792961,596.9103270730365,977.4947185081915,810.7239591997838,1085.478380751207,789.9242283060894,958.2087630160498,988.10004518308,1085.3030426339312,977.8124529735629,955.6423373926572
5,270.88162093850815,1034.9544748814994,382.7613833542763,1095.0607369315703,383.40097891183757,962.4077723360869,503.7158709105651,1115.8474751625931,500.5479336404986,943.260633929699,613.3080800953085,1126.4665147051228,611.5892867397115,927.7639431921899,588.7875701051074,1072.3655170381815,598.5260512769919,978.8523951074291,791.5931894131227,1080.9435313138606,790.2926676419063,958.6177595532353,987.6572927665958,1085.575624756039,978.6191833158773,955.6427463865035
6,270.7632495926012,1034.9401822955533,383.325996150896,1095.37000623895,383.7546263497579,962.6858558626757,503.2952554452248,1115.3335387421216,502.64466775564284,943.2650400311697,613.5279120208382,1127.0758105971024,612.5673038844789,929.3161431171718,591.3090958117818,1073.644097725492,599.612122673362,977.8284817036244,791.9286617284013,1079.556917054613,787.3563580457193,958.4909122643622,987.4688541129599,1085.4080402001487,979.2139384216388,955.3654081973848
7,271.65053368234817,1034.9979890014738,383.45592216025403,1095.478045192385,383.4701568841624,962.8671935093395,504.13523139507157,1116.922800034657,502.63142147981915,943.4668435146492,613.267358177195,1127.2407427471758,613.1284263075095,929.4631669873443,590.9193713581299,1072.8071200716242,598.765510191998,978.0417820848498,791.9578356798665,1081.1579503739783,788.2462559812865,958.5295487291055,987.7667131659578,1085.2445620635606,980.1455346691592,955.136971680405
8,271.4542852173546,1035.1875441955522,383.3831038059587,1095.5600444224722,383.50275156246823,962.666529558057,504.6601736716083,1118.073646158615,503.16999442865693,943.5942827683,613.0159869894715,1128.4630294760566,611.8397913611601,929.4730753341552,600.8156265238946,1074.6458978814119,599.5846738182831,977.4007649530304,792.716848623923,1083.9921469341562,787.0829704493012,958.8409867801709,987.9061660468965,1085.3304593480746,980.7711406057925,955.1219169398076
9,271.4837216834873,1035.1792587067257,383.5246045691759,1095.5236210987728,383.6815240510263,962.6201296097912,501.21456419072933,1117.7849651171302,503.51574097870224,943.4500088435951,613.1868505539912,1128.2658271733494,611.3500193532639,929.6561000804355,592.0515247935281,1074.3296144641033,599.5143118512335,977.6852316089102,791.6528391745062,1080.9524430745143,787.7081410937562,958.7867681880282,987.846611380112,1085.2940405650143,980.7149450552633,955.0863021861798
10,271.36350670778546,1035.1272155851411,383.4330030225498,1095.462496699348,383.70442175896176,962.9381976663673,500.8718834369793,1117.5102315730335,503.249543069708,943.3799000332936,612.8659464633976,1128.286735638374,612.4848916905754,929.2223607609152,592.1210603751193,1073.8852446680119,600.3005861398922,977.7290296029029,791.2268100138293,1081.3984589363004,786.7881155820135,958.8369049139535,987.9716795287609,1084.9543439317154,980.5975286734274,955.121966718664
11,271.5475964577207,1035.183318374264,383.3241505120603,1095.3168235851683,383.96399251196254,962.7728363418299,500.21584856804697,1117.7498346983205,503.4112815708115,943.1908184110374,612.080419537925,1128.3630842955827,614.2310910417137,928.8304888229875,591.98482999566,1073.7391612146114,600.121422558054,977.5132658409775,791.9196130085363,1081.173089873169,788.7545513455672,958.7617496039218,987.7787017822264,1085.5820095670479,991.4852628968316,953.08255522852
12,271.27886447856883,1035.014241798059,380.3219845577086,1095.3001261423128,383.97852993135484,965.8761767093791,510.63813357111377,1122.243981512043,507.900330601805,944.5830509541755,613.4048743427807,1128.4090315253309,606.5660363176089,933.052839717823,599.3324722270196,1075.8972158999588,586.3202134964524,979.7082739275752,793.17157492371,1080.3236634691002,785.83885450822,959.0222894470978,983.3564654128294,1084.1679138475092,981.7358003078108,956.9957034120133
13,271.510735246388,1034.986937422686,380.2178171304174,1094.9485851683046,383.90998681593,966.1351734080095,510.4557582026805,1122.8972698046302,508.31826064924576,944.4696560648765,613.0868713071349,1128.1214005486393,605.5997084734188,933.2767873928007,598.8795031682722,1075.7537861977494,585.5606299848023,979.8210970327139,792.0864384010026,1080.2846933514822,780.913199386299,958.9139114592901,982.7877756027003,1084.3698826438797,978.8793567811249,956.3048267014144
14,271.09834278513455,1034.9330349935494,380.2002795433967,1095.162592543827,384.1515779929291,965.2511863512296,510.2641640155926,1122.8927614546978,508.5031647303944,944.226927634638,613.9730069789216,1127.9113008133372,605.2824828528613,933.497137536379,598.3924768495001,1075.48126983082,586.8463719123671,978.0200367968894,791.8257934808421,1080.2521621961967,780.2471019015666,959.3586895765408,982.6331517848298,1084.6861529437872,979.9625539097581,951.0495578112802
15,271.8122186090298,1035.0703035532597,380.1481355585264,1094.895748275768,383.9428011493658,965.7678733898558,510.4966830339171,1122.409243278868,507.7454523054304,944.5474604172886,614.5561103175924,1127.658228513338,603.8165361580519,934.1261128937822,598.2496849427142,1075.4623128315004,586.7372287606387,978.3143172870219,792.1172785169902,1079.7764458470622,780.2389760011193,958.7151781204078,982.50439369787,1084.41708493986,978.9918818182381,956.1268928522227
16,271.447787309654,1034.9360089438703,380.19593063969603,1094.9700371646252,383.85759906743993,965.6844177918782,510.0778730265961,1122.3498153966812,508.8140035264668,943.5053144983297,615.360670226138,1126.7994442728843,606.7437339693269,933.4557618891641,598.0801031462393,1076.123756111588,587.1756095042929,977.4789883895976,792.6184350895478,1079.6783559380167,781.9108729864747,958.70364018874,994.8357777787743,1085.6124207484731,978.9325615395494,956.1981223594784
17,270.8257495132317,1034.6402155801184,379.98224236100174,1095.2227227115002,383.86827644973175,965.5844564669103,510.39361187323476,1122.7328529329882,508.76655533967926,943.2584275155275,613.7714446009522,1126.9259666538169,606.1088408961872,933.2999634865363,597.7482203172303,1075.3444028653967,586.0194815150783,977.1967866716799,791.8356913552947,1079.2068358119318,780.2750021211502,958.881770462608,994.4883355982746,1085.555781995786,979.1164450279603,956.20869162151
18,270.83380777597114,1034.4921826790749,379.91816199492416,1094.7782392312638,383.7951366489048,965.0727964200842,510.93527941461963,1121.3595390459968,505.8048166441204,944.7405135850536,614.5168683928848,1126.0805407208086,612.3864506993089,930.3764569733092,598.4015711076238,1074.3160288724544,586.3715243990616,977.5383140233228,793.2977346512058,1078.9583276528633,781.9790357235039,958.7347856082959,994.9849899103489,1085.2845768644738,983.1528374060542,956.2100867748611
19,271.25078813307306,1034.784613951964,380.1589508949547,1095.1165148127527,383.260935372897,964.2429324338578,509.9238097311151,1122.403050520068,503.2812966295894,944.2444323021906,613.8852353337837,1126.0079315320086,605.886001478401,927.3938185602843,598.9882404937546,1075.3468595192242,586.4649139920199,976.6568703970255,791.7817231613575,1078.0790473887537,781.1996698565538,957.9241678769058,982.3824958156391,1084.6383995487795,979.4941875621463,956.4986965114978
