FrameNo,head_x,head_y,leftShoulder_x,leftShoulder_y,rightShoulder_x,rightShoulder_y,leftElbow_x,leftElbow_y,rightElbow_x,rightElbow_y,leftWrist_x,leftWrist_y,rightWrist_x,rightWrist_y,leftHip_x,leftHip_y,rightHip_x,rightHip_y,leftKnee_x,leftKnee_y,rightKnee_x,rightKnee_y,leftAnkle_x,leftAnkle_y,rightAnkle_x,rightAnkle_y
0,198.44007505707063,1064.6606027125263,273.4542912159536,1116.4514796966846,273.5105808565613,983.5406592801422,403.87943626070205,1153.5384503994508,370.63871048826854,959.5640542663082,339.2072052081322,1126.2442075461697,474.70610897624755,955.1584552930262,499.7297397112505,1095.357695389635,481.93912605315404,1006.5113963982711,660.32513141012,1086.8980791146575,656.9076324284309,997.2424267075853,786.0417086994383,1078.893892959494,782.9332832366189,997.4063357003554
1,198.14986308312385,1064.5629143977674,272.7408553719985,1117.885317946076,272.9517480703882,983.8585544560957,399.0209967386273,1148.0259539781468,374.12966469019375,960.4480083614128,337.0137759581964,1121.7890283274878,476.0194698576809,955.5096975938965,489.7595494993331,1091.1535279037846,477.999529596733,1005.4479343658156,661.6012292720561,1084.9216745392002,656.6897686932269,997.2238188329469,784.406700382307,1077.5359937007772,779.3652441473713,998.2286474268548
2,197.91573080501877,1064.7138028561762,273.64247806980643,1117.3685676748485,272.95279344129625,983.6955529184223,398.8405058504856,1146.9994641821845,373.5941233839573,961.1185134114106,337.57165846806043,1121.411018455668,475.97130913108157,955.6353360637859,490.34673587863557,1093.9454127304,484.30180895623056,1008.0529695464618,661.4624520985141,1086.4609161533915,657.9776020322881,996.6678656943137,784.1180065735418,1077.2479120236299,777.9326038335793,997.3039500105479
3,198.05451601472413,1064.3606541596469,273.61314741315704,1116.9104851492182,272.8612143289593,983.3656462389788,402.50063116745764,1152.6716678235393,374.1898856888512,960.7240899707534,337.51617143926137,1121.0595474411336,476.13319764056655,956.1805800214399,499.88383716042546,1095.0776906682672,483.782428374371,1007.5928918304556,667.1509882377554,1092.0566663664988,658.6341184013376,997.0628743728762,785.9338058792878,1081.1622636446089,776.2135493026752,998.2592409065242
4,198.15539598154928,1064.440894985269,273.5180099546832,1116.3858523288254,272.70109879800026,983.2818610242498,402.9914458675409,1152.0486326308744,374.938057848629,960.7006979444113,337.3551374418062,1120.8253379221965,476.76190687559046,955.7105243354927,498.1075664862544,1094.9141718341007,482.1837763296457,1006.4271638465226,667.1530521923605,1092.3789562082397,658.8293067624571,997.2722240618973,785.9093335856077,1081.0278122990908,781.3339528057758,998.0113226941717
5,198.18756541288099,1064.3765638857358,273.3156285577384,1116.085107314245,272.65711118402965,983.3663417975926,403.21784568235995,1152.5487058080355,374.50379630834135,960.6988991787117,337.4682142954654,1124.6045782914678,476.4153446549712,955.7822227057599,497.9522716487492,1094.549478479031,484.0437222147174,997.5833271147135,663.9799235608084,1085.9595071875287,660.0214548445801,997.1839150254294,783.071310703094,1079.8422020345292,781.1485504825031,997.8516166513235
6,197.98702898509168,1064.2599609509539,273.48626443096504,1115.9924311921668,272.7301455102134,983.3563961166394,403.02472194552576,1152.1359041313492,374.709692187365,960.5758835164,337.49183793681806,1124.2665818751866,476.52852330003196,955.7295008427426,497.47553161898884,1094.2411334439291,483.2073571809091,997.2433455983653,663.7625841852592,1085.168992041841,652.1389208968501,1001.8110642163391,783.1718960105985,1079.810690336767,777.7802314807906,998.2434872438766
7,198.08301559815325,1064.348836390084,273.75405751837246,1116.388667524956,272.82581335546445,983.8258894360478,402.8055717545151,1152.1335206322597,374.49258853927233,960.5978763532675,337.4628220298975,1124.1059209527907,476.19911025187434,955.8516709371844,497.6781741912405,1094.4346601835164,481.22980606416417,1006.3949919062271,663.7329079735883,1084.9925878834497,660.9774381689659,996.5581208060194,783.4963741848155,1079.8118608125776,781.4396819274664,997.9252506791452
8,198.06906883676277,1064.357813401401,273.1850221532219,1116.2844763425762,272.6600534243143,983.7044061552857,402.5963532568109,1151.9759283409148,374.75594499486317,960.3336851637124,337.347216463523,1124.1207190632033,476.22237494460006,955.8323298334462,497.5120318726538,1094.847436550345,481.0445229439803,1006.3629450857596,668.5682553711731,1091.8895762357356,660.878434646269,996.6205946160625,786.3106548716404,1081.052602169533,781.3366475991992,997.8649839559607
9,198.07484282008693,1064.3729058124843,273.50719193953375,1116.6502507060527,272.7093418924954,983.5514976170728,402.6113182670583,1151.9868583314828,374.859715971432,960.3473958751895,337.3543606126882,1124.0427509114465,476.2372257743607,955.9757319554785,497.4943590102177,1094.7381571616258,481.5787818124917,1006.6088149654437,668.4832300848396,1091.9139066607877,660.9534950901225,996.5678438274937,786.2688025332241,1081.0518003263342,781.3203261515564,997.8626500675558
10,198.09300120072183,1064.3783949404233,273.48515811915206,1116.2738633558736,272.64150194135846,983.5237317782479,402.59376226383006,1151.9792376258285,374.8492723075559,960.3292682992458,337.32534738448874,1124.0929350618228,476.2263394518233,955.9228365391515,497.55030543968485,1094.653681769781,481.73178232537754,1006.3979302041239,663.8336546740389,1084.8923669012045,660.9768508593654,996.5379052088596,783.4016070595333,1079.8232665612013,781.3203770472572,997.8691583166747
11,198.09677284002612,1064.252664312381,273.2602312660961,1116.1113004102856,272.5689688708599,983.4970597288874,402.44781247971116,1151.9084692456809,374.8659138623697,960.3384289541813,337.2472251624217,1124.1539874837122,476.016954538571,956.0488786213895,497.5993769314571,1094.5933040532009,481.8151374291071,1006.6366453822443,663.8687285087198,1085.0369556435412,661.2933872952108,996.6646327594026,783.3684043115385,1079.8298948849938,781.3131632513436,997.8714057647684
12,199.16877291447474,1063.8304111276104,272.08165157600865,1115.8400433138834,268.333731007669,985.0383880189199,403.4631036937004,1154.2399310154744,370.6951591779413,954.8055534727166,324.83765590950475,1124.3343800047933,470.1958161801758,955.6194297011332,501.2205203270881,1093.1933800040756,489.4581863443005,1005.197266880683,669.821356077653,1087.260812595432,671.7697637133853,998.0233970939194,792.4646979283604,1079.6907226203734,792.3003021359289,998.4362652825574
13,199.34580825240155,1064.0317531476383,271.2525940933525,1115.857890379245,268.7575636170465,984.8359401010574,404.370650759909,1154.2531099676823,369.1691815062524,955.2926880151888,341.284001602153,1125.9866325720368,469.2227426151925,955.464821282246,500.92767985806506,1093.1413045935033,487.807041411282,1005.5312655166525,669.3130901793044,1087.176349984645,671.6488114197015,997.8433483160218,792.3677710841938,1079.4090388716363,791.6403416012291,998.97212155333
14,199.43077243040997,1063.95532376796,271.0610280328361,1115.6160290428684,268.7419252432834,984.8782803817851,404.3109835868384,1154.1688252826723,369.32268963678604,955.3322574971443,340.5392153458415,1125.3301010860582,469.18926395892476,955.4138961668667,500.8393115278028,1093.413896301404,487.28484549354977,1005.3135987225043,669.312082980172,1087.1896221040365,671.5830287263669,997.8196777971592,792.4407260532652,1079.449354363749,791.2969737555177,999.0206081774373
15,199.3876947445119,1063.9051103556883,271.50736323878726,1115.752689493307,268.80846199660675,984.8134508210014,404.0526162492903,1153.5698642212185,369.65886913443416,955.301586994785,340.4348202272571,1124.999818710787,469.634722553397,955.3592504183218,500.34545179151274,1093.8868344522066,486.97500050300425,1005.424040514787,669.2933506835421,1087.1956076751642,671.574409941238,997.8240233567776,792.4324166604229,1079.4542219286716,791.2845752949212,999.0281368931106
16,199.40040996387813,1063.9581510724609,271.46247590936827,1115.8043794540865,268.8187884664349,984.8079213318275,404.03321025430455,1153.4339886286257,369.65342329444434,955.3144945176887,340.75308711693094,1124.9251689252217,469.7711920087142,955.4572939119473,500.26549196677337,1093.9001994024386,487.17588047677424,1005.3389563409833,669.2887807853509,1087.185953267789,671.5379163843758,997.823059395952,792.4324166604229,1079.4542219286716,791.2811960882576,999.0291203618664
17,199.829926652003,1063.9447968852248,271.27624586127666,1115.9826287935973,268.84272819687703,984.789481629001,404.0175849393068,1153.6105560818462,369.5978277774409,955.3202782826421,340.643779223855,1124.9746618894512,469.7313513898415,955.4568681009197,500.39650285817555,1093.9634225860752,487.441815871101,1005.3736831474445,669.5741114597791,1087.0682908505926,671.4932125473518,997.8163648124656,792.4330622322072,1079.4475703971689,791.295279464424,999.0167731874398
18,199.78823771557353,1064.0432191017705,271.1197054184615,1116.1632547371535,268.8716985655389,984.655693553109,404.0298839523826,1153.442230729125,369.5876472979125,955.3132036308609,340.8401910908355,1125.0424065404216,469.3796888842539,955.3865110690239,500.3316684321092,1093.8312718309435,486.98960622978456,1005.3740329448132,669.5554976965577,1087.0748145715181,671.514251222846,997.8080715877358,792.4330260694724,1079.3968739954537,791.3312895121283,999.0157668473176
19,199.86499981700365,1064.046957897492,271.0663747601453,1115.8270416147652,268.8607050941576,984.6383967459159,404.07491961598237,1153.3051264732749,369.46656508625557,955.3676798622193,340.5633157995494,1125.1432107425105,468.74434328513274,955.4740996574498,500.53762592171813,1093.8165090366115,487.592228069727,1005.4824808920946,669.6061931629949,1087.080455726775,671.4983396195311,997.7616484317598,792.4330260694724,1079.3968739954537,791.3252864981503,999.0140541855857
20,199.81298106234465,1064.0011653858105,271.1391502549031,1116.0073809935539,268.81844826885566,984.7850163310526,404.0541086317814,1153.615735269136,369.91103456296287,955.6028789040975,340.2401602438739,1125.2747782777988,468.5997881101849,955.4236904931893,500.4905661494896,1093.816344900923,487.233594192485,1005.4576573872899,669.6030824981212,1087.2059266975398,671.4278597887533,997.7792096050412,792.4518762298305,1079.4191829953274,790.8119149573912,999.0702114623755
21,199.77915350265403,1063.9904192070328,271.3594067577268,1116.1800194487337,268.843529134485,984.5646224628032,404.107577244234,1153.3572565396862,369.88363794294537,955.5887955238853,340.64391048118875,1125.4766581112808,468.7202441707854,955.1303685823843,500.4817598538839,1094.074674293804,487.29512173735736,1005.3953167693218,669.5400983986525,1087.1782092921967,671.373075924242,997.712849344426,792.4505368692821,1079.42085395045,790.8123221229979,999.0700574169958
22,199.5258147942849,1064.2211347884067,271.76356683936945,1116.4250444332351,268.86894484025134,984.69825783869,404.26130302085676,1153.8223345081742,370.1207141355358,955.5775932631539,340.25000990134686,1125.2997339656474,468.79119277775516,955.086729342582,500.393194637621,1094.1654050043626,487.2266763952525,1005.1448753071043,669.5680863463522,1087.1980925818561,671.2820730717812,997.7401705369803,792.4409269573474,1079.431877949061,790.7302220001021,999.0950147865627
23,199.38279201522448,1064.6232033196309,271.4756203937902,1115.4471690719572,268.80805215227895,984.6986863404667,404.15948985456953,1153.5908288556282,370.07759208331953,955.5791276627652,341.1178646410085,1125.244308572583,468.1650397123379,955.0151984714394,500.5658931260921,1094.225886314779,487.46055754325477,1005.0922644374829,669.6913476976213,1087.220295297145,671.2945880567454,997.744278974344,792.435518619453,1079.468708921232,790.7103833916593,999.0848047395212
24,199.46699141835978,1065.4544449693399,272.3746179449233,1116.390652625023,269.11893648661004,984.2282371324796,400.5218235630983,1148.138609584161,378.6521552101998,954.6990307563373,320.81808489537826,1118.2007934660005,470.05599296604544,951.3411818594726,498.5497289144171,1091.8732084096312,489.71154748695875,1005.0934443309148,671.568384827811,1085.9010520111017,674.04334699534,999.2227513679768,790.7372429280969,1079.4725593830365,792.9861417951447,991.4943612664172
25,199.06367195288132,1065.4100193581453,272.65601223869965,1117.2116189770275,269.9246515936287,981.9669424445204,400.52193807842514,1147.762863977616,380.05422763303596,955.2071376691226,321.30703453589786,1118.3669041641315,469.2667801203436,951.2878713951139,504.64935565645885,1090.8138538055084,490.1643903109745,1005.8210645643427,683.0322845022451,1086.7240983120753,674.5283227531125,999.3420282345674,791.1475171906429,1079.3117437425735,793.1289229870462,991.7651878429808
26,199.0633016196897,1065.4358559299444,273.38709013979826,1116.7568137836668,269.7957193897976,982.1239772463091,400.69823107576804,1147.7648736307676,380.490903203292,955.21525431345,320.91714935898005,1119.1230167386113,469.4755549548661,951.2937157019196,502.71553734034023,1092.5471132209773,489.4589474359321,1006.2632945423001,683.0631393511986,1086.6780649783593,674.6629767052063,999.3502619264759,791.630000398435,1079.2167041338516,793.133360288543,991.68981727303
27,198.9857807705089,1065.3636422812458,272.89358801277467,1116.477333085665,269.8442846032826,982.2953725754559,400.4942672243354,1148.8431051844277,380.49888411795985,955.2602537268668,324.9363426734319,1123.448636897954,469.7678516435065,951.5924426547576,502.7290300585048,1092.751054504529,488.79913021281106,1006.1217261657043,682.9901977757328,1086.7026557333763,674.4470128529404,999.3694624385793,791.3563583235126,1079.0208310611454,793.2261940468737,991.6803054753514
28,198.99654052347447,1065.3674180747655,273.4527415757991,1116.4947852836121,269.81887827304,982.0925950408421,400.9395928872732,1148.0254017019167,379.6582255964936,955.2623848000667,324.85984375634956,1122.981390353952,468.68315058039747,950.9732017545119,502.78488407209414,1092.7263157583177,488.6696967532948,1005.7652678479175,673.2429946042471,1085.82527110193,673.4258870495621,999.5849443445479,791.4042551960839,1078.988955775926,793.2021002899685,991.4930454901613
