FrameNo,head_x,head_y,leftShoulder_x,leftShoulder_y,rightShoulder_x,rightShoulder_y,leftElbow_x,leftElbow_y,rightElbow_x,rightElbow_y,leftWrist_x,leftWrist_y,rightWrist_x,rightWrist_y,leftHip_x,leftHip_y,rightHip_x,rightHip_y,leftKnee_x,leftKnee_y,rightKnee_x,rightKnee_y,leftAnkle_x,leftAnkle_y,rightAnkle_x,rightAnkle_y
0,293.8251188486543,983.6785224953792,355.0204318211509,1036.6171899216743,352.18907518721676,925.0415160146205,293.93645168745934,1125.2209972687106,313.58961226881246,832.3219417036676,194.9821665631159,1140.3763120092074,223.59655319791776,819.7857482147778,552.4975143452459,1033.642276312655,550.689767358827,949.1618298958716,723.3911957263326,1038.719451800591,716.618273106291,947.9867111769431,846.8176077804267,1053.7792107710325,845.041892271203,931.9733132412117
1,293.8151807933852,982.8668096291502,356.1049164101113,1036.7209182952276,355.6379607439971,933.3978845510827,298.52947259910394,1122.496984567299,315.58515501580405,833.9331609374193,195.88966570532986,1137.1918401781204,216.2836453570501,820.448068679036,550.5164956240412,1034.6824606756004,556.9292092788359,943.6791516821846,723.1978088051507,1039.4219562886483,718.9066663256547,949.337783353807,845.3820248915098,1052.5039316327322,846.9650439199143,930.4356430244306
2,295.2947551469344,983.0793209482343,356.7454371309714,1036.3401746224342,356.92146995752773,932.8408847110926,297.7514621650289,1122.341479456311,315.6070482033282,832.3241077566042,198.12391699058026,1137.6754888552766,215.30098866734298,820.2165539452121,550.5112774753446,1034.9076763660396,547.4909203260245,946.5169945015442,725.2923343147505,1040.5170537092333,716.9308323109879,949.7499549748003,843.8491963906157,1052.066674831595,846.2685108060799,930.3891401550159
3,295.7882130750599,980.1486930314625,356.70671454331654,1035.6022124952644,360.975850617467,927.8645502969152,295.53678128127154,1122.0109074891798,313.8742946927352,831.9687055577959,200.57837739877488,1138.8156076357,218.85151695678076,820.1794505347057,550.7634683517238,1035.00466777681,556.8624448342192,943.6042466118089,724.7042003378601,1040.3453871189542,717.9534641415927,949.6020418120868,844.2399956811079,1051.8771687436858,847.0555485302511,930.7500785698705
4,296.15064336977633,980.0655152533179,356.50074834786403,1035.3538799075675,360.3852746514567,927.7961299316048,298.18645968393787,1121.8577836910476,313.57689102232376,831.7020819311542,199.84140731578375,1138.026959869811,218.00126945088834,819.9333492506086,550.2789573520615,1034.3653559071627,557.2630395380821,943.7130201397181,724.9315199585358,1039.9883703025803,718.7338171591218,949.8725481895207,844.7280687101485,1052.072764669246,846.1664555503736,930.2226917678868
5,296.1720945683195,979.8032183510517,356.16653971926286,1035.364504666297,360.7012137324974,927.6509734412313,298.9064034807976,1117.4930080887502,313.13810713114447,831.0908836796388,200.2868451501675,1137.0732642516418,213.9201340594744,819.6310227483095,550.708517067144,1034.5780814771351,557.2207452106848,944.1111864122199,723.6805002835079,1039.4211596587754,718.3942316675992,949.579485263306,845.3293625741072,1052.1888651066542,847.3306250603208,930.493095896859
6,296.18717710745506,979.8702153101466,356.1559621193319,1035.4123710727622,360.6199487009036,928.1001146079687,299.10631911497273,1117.452914583429,313.2377689495508,831.1024243020556,202.7620367669005,1138.4772082797576,215.0037343356327,820.2608880709411,550.2830182932443,1034.9058429569466,557.003683082769,943.8627011245179,724.6300603695436,1040.200906006577,718.239154434328,949.77017057196,845.4075363615553,1052.1882872683086,846.332631352974,930.3042053177811
7,296.13153605219287,979.9453087329515,356.0327858174576,1035.6491978496074,360.58231367401396,928.2070167199555,298.36397049485936,1117.5395728453918,314.39425320867133,831.8583656776311,203.63640649110968,1135.7236652808713,215.34423795881133,819.909752054656,550.1993511185069,1035.010508047492,556.9213847345121,943.9303990237246,724.614911532061,1040.3029861282025,718.438808265371,949.7058751248508,845.6762984763195,1052.2606731249427,846.6444760088182,930.4385301980966
8,296.1756994572355,980.1922226232435,356.5608682248,1035.0361936010042,360.4109086729925,928.1131755035648,299.0361044775835,1116.9118910655654,314.88858841795604,832.2058553926915,209.58192113472052,1139.8039520286095,216.48466529399735,820.302443325651,550.0653668466873,1035.0333895042133,556.7167384788801,944.1809763687661,724.6909373200295,1040.236089904023,718.2734507702106,949.7342759804372,845.5166882191274,1052.2325104006418,846.6386953286914,930.3796942806875
9,296.2188255275334,980.11099967424,356.406401781794,1034.4723172156273,360.2388607789078,928.1929871547231,299.0372348978863,1116.893212558766,315.0118310181775,832.5013956578666,210.3334068724951,1140.2367832203458,216.45745283605527,819.6169481130316,550.0730654911195,1035.0357862888761,556.684497391759,944.0279104217373,724.6941772331961,1040.2857402770683,718.3088862322396,949.718389798402,845.5063322833672,1052.2249292153633,846.615868606865,930.3669616564682
