,AimoScore,No_2_Angle_Deviation,No_3_Angle_Deviation,No_4_Angle_Deviation,No_6_Angle_Deviation,No_8_Angle_Deviation,No_9_Angle_Deviation,No_11_Angle_Deviation,No_12_Angle_Deviation,No_1_NASM_Deviation,No_2_NASM_Deviation,No_3_NASM_Deviation,No_4_NASM_Deviation,No_5_NASM_Deviation,No_6_NASM_Deviation,No_7_NASM_Deviation,No_8_NASM_Deviation,No_9_NASM_Deviation,No_10_NASM_Deviation,No_11_NASM_Deviation,No_12_NASM_Deviation,No_13_NASM_Deviation,No_14_NASM_Deviation,No_15_NASM_Deviation,No_16_NASM_Deviation,No_17_NASM_Deviation,No_18_NASM_Deviation,No_19_NASM_Deviation,No_20_NASM_Deviation,No_21_NASM_Deviation,No_22_NASM_Deviation,No_23_NASM_Deviation,No_24_NASM_Deviation,No_25_NASM_Deviation,No_1_Time_Deviation,No_2_Time_Deviation,WeakLinks
0,0.323666537561169,0.8158775705404113,0.3467240554758489,0.3821138211382114,0.9478718316594931,0.5217599234815877,0.4571975131516021,0.8350071736011477,0.4519368723098996,0.30224772835963654,0.27594452415112386,0.5380200860832137,0.21042563366810138,0.17886178861788618,0.7785748445719751,0.2147297943567671,0.4285031085604974,0.3008130081300813,0.43232902917264465,0.7307508369201339,0.6064084170253468,0.8297465327594452,0.8388330942132951,0.45911047345767575,0.6527977044476327,0.711142993782879,0.5877570540411287,0.8330942132950742,0.65662362505978,0.6422764227642277,0.5528455284552846,0.6489717838354854,0.5781922525107605,0.5600191296030608,0.8216164514586323,0.8187470109995217,RightShoulderElevation
1,0.323698593262827,0.3065518890483023,0.8235294117647058,0.18890483022477284,0.1401243424198948,0.5217599234815877,0.7293161166905787,0.6355810616929699,0.2223816355810617,0.49736967957914874,0.6642754662840746,0.44380679100908654,0.9124820659971306,0.7651841224294595,0.4935437589670014,0.1649928263988522,0.3706360593017695,0.36107125777140125,0.8350071736011477,0.9832615973218556,0.7336202773792444,0.6250597800095647,0.7278813964610235,0.8417025346724055,0.6193208990913438,0.3782879005260641,0.4414155906264945,0.6709708273553324,0.7211860353897657,0.8263988522238164,0.8053562888570062,0.8488761358201817,0.8890483022477284,0.8168340506934482,0.3079866092778575,0.24820659971305595,RightArmFallForward
2,0.848327109761258,0.37398373983739835,0.3467240554758489,0.5906264945002391,0.29890004782400764,0.6236250597800096,0.6580583452893353,0.6355810616929699,0.9579148732663797,0.34194165471066473,0.2769010043041607,0.6035389765662362,0.24438067910090866,0.24342419894787184,0.7092300334768054,0.3553323768531803,0.33907221425155426,0.2458153993304639,0.2864658058345289,0.3065518890483023,0.321377331420373,0.5447154471544715,0.6872309899569584,0.6982305117168819,0.9473935915829746,0.3782879005260641,0.733142037302726,0.6709708273553324,0.65662362505978,0.6422764227642277,0.6905786704925873,0.6489717838354854,0.5781922525107605,0.555714968914395,0.2185557149689144,0.23529411764705882,LeftArmFallForward
3,0.351332421616985,0.6236250597800096,0.3802008608321377,0.9751315160210425,0.8885700621712099,0.8474414155906265,0.23720707795313248,0.8464849354375896,0.43185078909612623,0.509325681492109,0.3634624581539933,0.48493543758967,0.7235772357723578,0.7953132472501195,0.47106647537063606,0.6097560975609756,0.7890961262553802,0.899091343854615,0.9708273553323769,0.676231468197035,0.7010999521759923,0.7250119560019129,0.4533715925394548,0.45911047345767575,0.40793878527020566,0.5365853658536586,0.9340028694404591,0.953610712577714,0.65662362505978,0.6422764227642277,0.5528455284552846,0.6489717838354854,0.5781922525107605,0.7446197991391679,0.4581539933046389,0.4328072692491631,RightShoulderElevation
4,0.627181015729114,0.6575801052128168,0.7455762792922047,0.5528455284552846,0.4830224772835964,0.5217599234815877,0.38785270205643235,0.6355810616929699,0.09516977522716404,0.37589670014347204,0.3883309421329507,0.860832137733142,0.21042563366810138,0.37637494021999046,0.47106647537063606,0.880439980870397,0.47919655667144906,0.5346724055475849,0.6508847441415591,0.4571975131516021,0.4179818268770923,0.5447154471544715,0.12147297943567671,0.45911047345767575,0.4835007173601148,0.4399808703969393,0.4414155906264945,0.6709708273553324,0.65662362505978,0.6422764227642277,0.5528455284552846,0.6489717838354854,0.5781922525107605,0.3089430894308943,0.8053562888570062,0.7742706838833094,ForwardHead
5,0.699399896745449,0.5031085604973696,0.7178383548541368,0.7479674796747967,0.7441415590626494,0.9383070301291249,0.1563845050215208,0.926829268292683,0.9402199904351984,0.16307986609277858,0.23625059780009564,0.4490674318507891,0.21042563366810138,0.17886178861788618,0.47106647537063606,0.37924438067910093,0.880439980870397,0.8058345289335246,0.8440937350549976,0.5203252032520326,0.4610234337637494,0.7747489239598279,0.836441893830703,0.4615016738402678,0.9703491152558584,0.4830224772835964,0.5251076040172167,0.8976566236250598,0.65662362505978,0.6422764227642277,0.5528455284552846,0.6489717838354854,0.5781922525107605,0.3089430894308943,0.5102821616451458,0.5341941654710665,LeftArmFallForward
6,0.093201754965069,0.9660449545671927,0.6441893830703013,0.9588713534194165,0.9301769488283118,0.896700143472023,0.4069823051171688,0.6355810616929699,0.5824964131994261,0.8421807747489239,0.8866571018651362,0.503586800573888,0.6585365853658537,0.8110951697752271,0.9416547106647537,0.45576279292204686,0.9713055954088953,0.9603060736489718,0.991869918699187,0.7546628407460545,0.7776183644189383,0.5447154471544715,0.9383070301291249,0.4815877570540411,0.8020086083213773,0.9990435198469632,0.7594452415112386,0.7164036346245816,0.7460545193687231,0.9598278335724534,0.8440937350549976,0.8880918220946915,0.7924438067910091,0.8440937350549976,0.580105212816834,0.6097560975609756,LeftArmFallForward
7,0.784539670142323,0.29937828790052606,0.7924438067910091,0.39263510282161646,0.33907221425155426,0.5217599234815877,0.1563845050215208,0.6355810616929699,0.09516977522716404,0.7852702056432329,0.7661406025824964,0.7977044476327116,0.4146341463414634,0.27546628407460544,0.47106647537063606,0.713534194165471,0.38546150167384025,0.27546628407460544,0.2864658058345289,0.5824964131994261,0.321377331420373,0.5447154471544715,0.09277857484457197,0.8197034911525586,0.2845528455284553,0.3782879005260641,0.4414155906264945,0.6709708273553324,0.65662362505978,0.6422764227642277,0.5528455284552846,0.6489717838354854,0.5781922525107605,0.3242467718794835,0.8072692491630798,0.8292682926829268,LeftArmFallForward
8,0.495761253231419,0.9550454328072693,0.40889526542324245,0.8780487804878049,0.9540889526542324,0.9641319942611191,0.733142037302726,0.7379244380679101,0.5987565758010521,0.296987087517934,0.19416547106647536,0.8837876614060258,0.4538498326159732,0.3830703012912482,0.9770444763271162,0.8536585365853658,0.8436154949784792,0.983739837398374,0.6877092300334768,0.3065518890483023,0.321377331420373,0.5447154471544715,0.3098995695839311,0.7546628407460545,0.44045911047345765,0.3782879005260641,0.47393591582974653,0.9880439980870397,0.757532281205165,0.9053084648493543,0.8230511716881874,0.6489717838354854,0.5781922525107605,0.983739837398374,0.6269727403156384,0.43185078909612623,RightArmFallForward
9,0.839869548249596,0.5915829746532759,0.3467240554758489,0.5968436154949784,0.5179340028694405,0.7101865136298422,0.1563845050215208,0.6355810616929699,0.23385939741750358,0.24342419894787184,0.19416547106647536,0.2797704447632712,0.5949306551889049,0.5456719273075084,0.47106647537063606,0.1649928263988522,0.33907221425155426,0.2458153993304639,0.43137254901960786,0.3065518890483023,0.37302725968436157,0.7455762792922047,0.6901004304160688,0.45911047345767575,0.3821138211382114,0.5729316116690578,0.4414155906264945,0.6709708273553324,0.65662362505978,0.6422764227642277,0.5528455284552846,0.6489717838354854,0.5781922525107605,0.3089430894308943,0.5284552845528455,0.5561932089909134,LeftHeelRises
10,0.01,0.877092300334768,0.7149689143950263,0.6652319464371115,0.8058345289335246,0.8742228598756576,0.9617407938785271,0.9622190339550454,0.9966523194643712,0.5753228120516499,0.41272118603538976,0.9421329507412721,1.0,1.0,0.9086561453849833,0.9330463892874223,0.8359636537541846,0.8000956480153036,0.6135820181731229,0.7178383548541368,0.321377331420373,0.8675274988043998,0.9560019129603061,0.45911047345767575,0.7130559540889526,0.8852223816355811,0.7393591582974653,0.9703491152558584,0.9890004782400765,0.9665231946437112,0.975609756097561,0.9789574366331899,0.8842659014825442,0.6116690578670493,0.9057867049258728,0.9158297465327594,LeftArmFallForward
11,0.684458089424344,0.4763271162123386,0.547584887613582,0.18890483022477284,0.1401243424198948,0.5217599234815877,0.4146341463414634,0.6355810616929699,0.6618842659014825,0.4615016738402678,0.5743663318986131,0.3548541367766619,0.21042563366810138,0.17886178861788618,0.47106647537063606,0.2501195600191296,0.8613103778096605,0.8354854136776662,0.2864658058345289,0.38450502152080346,0.3452893352462936,0.5447154471544715,0.9717838354854137,0.45911047345767575,0.8187470109995217,0.9253945480631277,0.4414155906264945,0.6709708273553324,0.9851745576279293,0.9550454328072693,0.8813964610234337,0.9631755141080822,0.8718316594930655,0.9832615973218556,0.5547584887613582,0.5824964131994261,LeftArmFallForward
